Issue,App Phone Number,Message From,Message URL,Header Color,Short Title,Call In Code Digits,Feedback Form URL
Foraker,720-409-0894,Foraker Labs,/assets/welcome.mp3,#6DC6AD,CityVoice,3,http://example.com
